Date,Timestamp,Half,Team,Player,Event,Assist By,Highlight,Assist Highlight,Shot X,Shot Y,Assist X,Assist Y
2026-06-04,11:20.4,1H,B,Lachlan,Key Passes,,none,,,,,
2026-06-04,11:22.1,1H,B,Jake,Off Target,,none,,,,,
2026-06-04,11:22.6,1H,A,Richard,GK Saves,,none,,,,,
2026-06-04,11:40.0,1H,B,Lach2,Interceptions,,none,,,,,
2026-06-04,11:41.7,1H,A,Austin,Key Passes,,none,,,,,
2026-06-04,11:44.2,1H,A,James,On Target,,none,,,,,
2026-06-04,11:44.5,1H,B,Alberto,GK Saves,,none,,,,,
2026-06-04,11:45.7,1H,A,Gio,Off Target,,none,,,,,
2026-06-04,11:46.0,1H,B,Alberto,GK Saves,,none,,,,,
2026-06-04,11:58.9,1H,B,Lach2,Interceptions,,none,,,,,
2026-06-04,12:02.4,1H,B,Lach2,Off Target,,none,,,,,
2026-06-04,12:14.2,1H,B,Vijit,Interceptions,,none,,,,,
2026-06-04,12:30.2,1H,B,Jake,Tackles,,none,,,,,
2026-06-04,12:34.1,1H,B,Lach2,Key Passes,,none,,,,,
2026-06-04,12:35.8,1H,B,Vijit,Off Target,,none,,,,,
2026-06-04,12:37.3,1H,B,Lach2,On Target,,none,,,,,
2026-06-04,12:37.5,1H,A,Richard,GK Saves,,none,,,,,
2026-06-04,12:47.7,1H,B,Jake,Tackles,,none,,,,,
2026-06-04,12:51.7,1H,A,Austin,Tackles,,none,,,,,
2026-06-04,12:56.0,1H,A,Andres,On Target,,none,,,,,
2026-06-04,12:56.0,1H,A,Andres,Nutmegs,,none,,,,,
2026-06-04,12:56.0,1H,A,Andres,Goals,,none,,,,,
2026-06-04,13:13.7,1H,B,Lach2,Key Passes,,none,,,,,
2026-06-04,13:16.5,1H,B,Jake,Off Target,,none,,,,,
2026-06-04,13:18.4,1H,B,Vijit,Off Target,,none,,,,,
2026-06-04,13:18.4,1H,B,Vijit,Post,,none,,,,,
2026-06-04,13:04.7,1H,B,Alberto,GK Removed,,,,,,,
2026-06-04,13:04.7,1H,B,Lachlan,GK On,,,,,,,
2026-06-04,13:24.1,1H,B,Alberto,Interceptions,,none,,,,,
2026-06-04,13:31.0,1H,B,Alberto,Interceptions,,none,,,,,
2026-06-04,13:35.4,1H,B,Alberto,Interceptions,,none,,,,,
